step,split,loss
4253,train,0.992406
4254,train,0.973371
4255,train,0.992011
4256,train,1.007663
4257,train,0.967131
4258,train,0.977500
4259,train,0.988678
4260,train,0.968155
4261,train,0.994136
4262,train,0.986606
4263,train,0.971927
4264,train,0.978729
4265,train,0.992368
4266,train,0.978077
4267,train,0.975031
4268,train,0.996008
4269,train,0.970172
4270,train,0.981435
4271,train,0.990364
4272,train,0.975789
4273,train,0.973942
4274,train,0.975907
4275,train,0.977550
4276,train,0.988790
4277,train,0.983675
4278,train,0.976580
4279,train,0.973907
4280,train,0.982475
4281,train,0.995051
4282,train,0.992113
4283,train,0.986548
4284,train,0.986380
4285,train,0.973509
4286,train,0.984261
4287,train,0.995062
4288,train,0.991087
4289,train,0.985979
4290,train,0.977091
4291,train,0.991489
4292,train,0.987835
4293,train,0.961624
4294,train,0.979376
4295,train,0.980650
4296,train,0.980813
4297,train,0.984701
4298,train,0.975751
4299,train,0.989258
4300,train,0.940792
4300,val,0.983736
4301,train,0.984913
4302,train,0.979259
4303,train,0.997220
4304,train,1.000993
4305,train,0.987285
4306,train,0.977381
4307,train,0.967353
4308,train,0.994144
4309,train,0.971568
4310,train,0.997341
4311,train,0.978182
4312,train,0.999761
4313,train,0.968286
4314,train,1.004337
4315,train,1.002609
4316,train,1.002459
4317,train,0.994154
4318,train,1.003449
4319,train,0.972124
4320,train,1.001024
4321,train,0.966060
4322,train,1.006925
4323,train,0.985251
4324,train,0.980759
4325,train,0.980410
4326,train,0.976932
4327,train,1.002027
4328,train,0.983627
4329,train,0.976304
4330,train,0.991213
4331,train,0.986977
4332,train,0.995676
4333,train,0.977266
4334,train,0.975888
4335,train,0.958656
4336,train,0.984738
4337,train,0.986502
4338,train,0.980102
4339,train,0.945216
4340,train,1.015442
4341,train,0.992724
4342,train,0.999016
4343,train,1.026496
4344,train,0.985765
4345,train,0.956917
4346,train,1.001643
4347,train,0.975915
4348,train,0.982998
4349,train,1.000501
4350,train,0.995141
4351,train,0.991738
4352,train,1.008606
4353,train,1.004790
4354,train,0.981695
4355,train,0.993309
4356,train,0.996504
4357,train,0.973711
4358,train,0.973909
4359,train,0.955111
4360,train,0.983403
4361,train,0.971608
4362,train,0.992996
4363,train,0.974539
4364,train,0.979724
4365,train,0.974730
4366,train,0.953099
4367,train,0.995653
4368,train,0.965146
4369,train,0.974644
4370,train,0.990729
4371,train,0.963049
4372,train,0.997026
4373,train,0.983096
4374,train,1.010772
4375,train,0.994343
4376,train,0.972006
4377,train,0.992420
4378,train,0.985703
4379,train,0.997815
4380,train,0.988169
4381,train,0.994331
4382,train,1.003245
4383,train,1.002609
4384,train,0.998538
4385,train,0.997675
4386,train,0.988756
4387,train,0.967424
4388,train,0.968206
4389,train,0.976919
4390,train,0.971773
4391,train,0.994473
4392,train,0.970749
4393,train,0.991056
4394,train,0.970123
4395,train,0.994436
4396,train,0.995248
4397,train,0.979242
4398,train,0.974247
4399,train,0.993324
4400,train,1.019793
4400,val,0.982916
4401,train,0.978462
4402,train,0.985290
4403,train,0.950435
4404,train,0.995159
4405,train,0.985991
4406,train,0.968208
4407,train,1.004096
4408,train,0.985086
4409,train,0.986691
4410,train,0.983544
4411,train,0.995082
4412,train,0.983520
4413,train,0.984621
4414,train,0.989285
4415,train,0.993254
4416,train,0.971299
4417,train,1.002368
4418,train,0.968139
4419,train,1.005389
4420,train,0.971097
4421,train,0.987284
4422,train,0.987741
4423,train,0.990892
4424,train,0.997789
4425,train,0.971045
4426,train,0.957268
4427,train,0.988962
4428,train,0.979752
4429,train,0.989380
4430,train,0.982404
4431,train,0.977779
4432,train,0.958417
4433,train,0.986552
4434,train,0.993204
4435,train,0.977403
4436,train,0.987212
4437,train,1.002867
4438,train,0.979922
4439,train,0.987544
4440,train,0.999657
4441,train,0.975468
4442,train,0.983167
4443,train,0.982420
4444,train,0.979784
4445,train,0.999008
4446,train,1.006222
4447,train,0.962667
4448,train,0.988086
4449,train,0.994564
4450,train,0.972340
4451,train,0.990605
4452,train,0.960097
4453,train,0.962328
4454,train,1.005456
4455,train,0.967488
4456,train,0.982756
4457,train,0.970765
4458,train,0.971798
4459,train,0.966296
4460,train,0.968140
4461,train,0.975598
4462,train,0.986487
4463,train,0.981762
4464,train,0.991625
4465,train,0.971939
4466,train,0.994097
4467,train,0.985038
4468,train,0.982947
4469,train,0.969105
4470,train,0.970059
4471,train,0.991746
4472,train,0.999411
4473,train,0.983491
4474,train,0.956108
4475,train,0.984707
4476,train,0.968331
4477,train,0.982244
4478,train,0.960396
4479,train,0.983631
4480,train,0.981118
4481,train,0.963606
4482,train,0.977448
4483,train,0.983192
4484,train,1.015058
4485,train,1.002535
4486,train,0.990893
4487,train,0.991612
4488,train,0.975433
4489,train,0.985845
4490,train,0.964646
4491,train,0.991595
4492,train,0.978700
4493,train,0.988109
4494,train,0.963349
4495,train,0.991021
4496,train,0.977455
4497,train,1.000851
4498,train,0.969125
4499,train,0.945646
4500,train,0.998959
4500,val,0.979906
4501,train,0.988494
4502,train,0.966308
4503,train,0.984844
4504,train,0.983318
4505,train,0.976479
4506,train,0.993494
4507,train,0.989103
4508,train,0.982599
4509,train,1.003419
4510,train,0.978049
4511,train,0.960073
4512,train,1.004029
4513,train,0.956528
4514,train,0.978534
4515,train,0.987146
4516,train,0.993651
4517,train,1.008197
4518,train,0.989090
4519,train,0.982498
4520,train,1.003434
4521,train,0.982194
4522,train,0.956464
4523,train,1.003824
4524,train,0.978897
4525,train,0.979116
4526,train,0.973546
4527,train,0.959186
4528,train,0.982348
4529,train,0.970524
4530,train,0.998359
4531,train,0.994172
4532,train,0.968385
4533,train,1.008656
4534,train,1.002085
4535,train,0.971342
4536,train,0.991206
4537,train,0.998906
4538,train,0.982994
4539,train,0.957958
4540,train,0.970717
4541,train,0.986608
4542,train,0.990469
4543,train,0.996542
4544,train,0.976171
4545,train,0.986576
4546,train,0.980762
4547,train,0.980755
4548,train,0.998562
4549,train,0.973057
4550,train,0.991423
4551,train,0.982279
4552,train,0.989019
4553,train,0.994816
4554,train,0.977847
4555,train,0.972257
4556,train,0.976429
4557,train,1.002989
4558,train,0.996015
4559,train,0.972807
4560,train,0.964579
4561,train,0.995332
4562,train,0.970545
4563,train,0.965185
4564,train,0.965432
4565,train,0.971415
4566,train,0.979847
4567,train,0.989196
4568,train,0.994852
4569,train,0.975030
4570,train,1.002075
4571,train,1.000121
4572,train,0.998038
4573,train,0.977992
4574,train,0.974244
4575,train,0.975300
4576,train,0.991316
4577,train,0.977397
4578,train,0.996058
4579,train,0.999824
4580,train,0.967350
4581,train,0.973542
4582,train,0.949117
4583,train,0.976207
4584,train,0.965779
4585,train,0.982479
4586,train,1.027037
4587,train,0.990354
4588,train,0.987368
4589,train,0.984762
4590,train,0.978249
4591,train,0.983245
4592,train,0.989862
4593,train,0.961806
4594,train,1.004155
4595,train,0.976020
4596,train,1.007480
4597,train,0.999527
4598,train,0.968453
4599,train,0.993086
4600,train,0.995877
4600,val,0.980711
4601,train,0.981091
4602,train,0.984474
4603,train,0.955191
4604,train,0.977827
4605,train,0.994708
4606,train,0.987178
4607,train,0.988858
4608,train,0.979829
4609,train,0.977851
4610,train,0.972499
4611,train,0.983186
4612,train,0.958249
4613,train,0.972560
4614,train,0.990165
4615,train,0.999957
4616,train,0.991729
4617,train,0.984066
4618,train,0.984359
4619,train,0.988711
4620,train,0.983216
4621,train,0.999679
4622,train,0.988520
4623,train,0.989368
4624,train,0.964822
4625,train,0.978516
4626,train,0.963817
4627,train,0.993242
4628,train,0.989312
4629,train,0.962944
4630,train,0.993494
4631,train,0.952506
4632,train,0.964605
4633,train,0.984355
4634,train,0.973578
4635,train,0.988211
4636,train,0.972364
4637,train,0.961815
4638,train,0.971859
4639,train,0.993981
4640,train,1.012005
4641,train,0.983016
4642,train,0.994772
4643,train,0.988722
4644,train,0.966756
4645,train,0.988918
4646,train,0.993619
4647,train,0.960085
4648,train,0.993107
4649,train,0.975021
4650,train,0.984005
4651,train,0.976132
4652,train,0.983379
4653,train,1.010831
4654,train,0.975964
4655,train,0.973544
4656,train,0.983411
4657,train,0.975182
4658,train,0.989947
4659,train,0.981843
4660,train,0.980501
4661,train,0.977694
4662,train,0.998635
4663,train,0.965745
4664,train,0.993172
4665,train,0.972634
4666,train,0.974424
4667,train,0.970019
4668,train,0.985768
4669,train,0.977830
4670,train,0.972170
4671,train,0.987107
4672,train,1.006879
4673,train,0.950853
4674,train,1.002688
4675,train,0.981465
4676,train,0.975566
4677,train,0.975158
4678,train,0.968475
4679,train,0.983152
4680,train,0.979179
4681,train,0.988200
4682,train,0.982074
4683,train,0.972352
4684,train,0.981899
4685,train,0.967862
4686,train,0.969419
4687,train,0.988434
4688,train,0.983134
4689,train,0.991956
4690,train,0.985080
4691,train,0.962212
4692,train,0.955723
4693,train,0.983564
4694,train,0.987966
4695,train,0.976007
4696,train,0.966611
4697,train,0.953512
4698,train,0.987419
4699,train,0.975128
4700,train,0.971726
4700,val,0.979925
4701,train,0.964294
4702,train,1.015931
4703,train,0.979095
4704,train,0.979838
4705,train,0.986143
4706,train,0.990052
4707,train,0.944268
4708,train,0.971265
4709,train,0.985238
4710,train,0.978396
4711,train,0.983237
4712,train,1.003679
4713,train,0.983932
4714,train,1.001038
4715,train,0.978609
4716,train,0.969840
4717,train,0.959319
4718,train,0.978395
4719,train,0.969534
4720,train,0.978096
4721,train,0.983565
4722,train,1.009857
4723,train,0.978527
4724,train,0.983315
4725,train,1.005966
4726,train,0.978585
4727,train,0.998699
4728,train,0.988702
4729,train,0.960399
4730,train,0.974458
4731,train,0.968899
4732,train,0.969123
4733,train,0.995004
4734,train,1.018140
4735,train,0.981810
4736,train,0.985633
4737,train,0.996284
4738,train,1.010215
4739,train,0.961348
4740,train,0.989568
4741,train,0.999384
4742,train,0.961144
4743,train,0.998032
4744,train,0.979567
4745,train,0.991298
4746,train,0.982569
4747,train,0.958698
4748,train,0.975555
4749,train,0.991046
4750,train,0.980134
4751,train,0.956658
4752,train,0.975052
4753,train,1.000592
4754,train,0.976602
4755,train,0.978092
4756,train,0.983918
4757,train,0.949426
4758,train,0.995918
4759,train,0.983498
4760,train,0.960996
4761,train,0.999039
4762,train,0.978465
4763,train,0.984822
4764,train,0.961925
4765,train,0.973751
4766,train,0.968497
4767,train,0.996591
4768,train,0.983467
4769,train,0.982967
4770,train,0.955928
4771,train,1.011554
4772,train,0.956616
4773,train,0.977460
4774,train,0.963081
4775,train,0.980441
4776,train,0.959703
4777,train,0.999709
4778,train,0.970723
4779,train,0.993561
4780,train,0.970808
4781,train,0.956876
4782,train,0.998948
4783,train,0.954970
4784,train,0.977134
4785,train,0.998944
4786,train,0.964822
4787,train,0.963178
4788,train,0.974405
4789,train,0.997969
4790,train,0.988368
4791,train,1.001733
4792,train,0.985462
4793,train,0.961321
4794,train,0.982317
4795,train,0.981611
4796,train,0.997893
4797,train,0.996930
4798,train,0.963976
4799,train,1.004948
4800,train,0.991688
4800,val,0.978021
4801,train,0.995265
4802,train,0.999652
4803,train,0.952817
4804,train,0.972508
4805,train,0.982090
4806,train,0.977876
4807,train,0.968423
4808,train,0.997149
4809,train,0.976029
4810,train,0.974618
4811,train,0.966338
4812,train,0.983957
4813,train,0.966956
4814,train,0.993851
4815,train,0.999788
4816,train,0.985741
4817,train,0.961719
4818,train,0.975189
4819,train,0.968825
4820,train,0.954806
4821,train,0.995904
4822,train,0.975948
4823,train,0.986740
4824,train,0.992519
4825,train,0.948838
4826,train,0.964350
4827,train,0.977296
4828,train,0.978906
4829,train,1.018792
4830,train,1.008030
4831,train,1.000314
4832,train,0.965128
4833,train,0.966756
4834,train,0.977507
4835,train,0.990763
4836,train,0.983159
4837,train,0.958384
4838,train,0.950114
4839,train,1.001243
4840,train,0.974928
4841,train,0.985907
4842,train,0.987844
4843,train,0.985999
4844,train,1.004102
4845,train,0.989885
4846,train,0.985792
4847,train,0.992660
4848,train,0.983863
4849,train,0.979667
4850,train,0.992830
4851,train,0.973857
4852,train,0.995262
4853,train,0.991551
4854,train,0.998028
4855,train,0.986341
4856,train,0.980275
4857,train,0.971088
4858,train,0.980131
4859,train,0.989600
4860,train,0.961874
4861,train,0.970092
4862,train,0.969105
4863,train,0.982330
4864,train,0.966016
4865,train,0.984862
4866,train,0.982126
4867,train,0.981315
4868,train,0.977215
4869,train,1.016711
4870,train,0.999388
4871,train,0.986582
4872,train,0.989955
4873,train,0.977447
4874,train,0.981427
4875,train,0.988564
4876,train,0.975228
4877,train,0.978079
4878,train,0.991471
4879,train,0.989291
4880,train,0.975249
4881,train,0.971741
4882,train,0.963165
4883,train,0.984818
4884,train,0.971055
4885,train,0.985640
4886,train,0.989249
4887,train,0.970322
4888,train,0.971605
4889,train,0.990549
4890,train,0.963314
4891,train,1.001547
4892,train,0.968859
4893,train,0.983325
4894,train,0.969986
4895,train,1.002070
4896,train,0.969748
4897,train,0.971588
4898,train,0.980838
4899,train,1.000132
4900,train,0.997640
4900,val,0.979800
4901,train,0.990276
4902,train,0.993772
4903,train,1.005269
4904,train,1.000698
4905,train,0.993312
4906,train,0.989599
4907,train,0.988431
4908,train,0.978900
4909,train,0.942500
4910,train,0.984184
4911,train,0.970202
4912,train,0.998011
4913,train,0.997695
4914,train,0.956785
4915,train,0.977258
4916,train,0.987983
4917,train,0.983155
4918,train,0.979404
4919,train,0.979642
4920,train,0.976416
4921,train,0.970728
4922,train,0.940635
4923,train,0.980547
4924,train,0.991974
4925,train,0.991470
4926,train,0.969469
4927,train,0.966662
4928,train,0.972505
4929,train,0.985001
4930,train,0.992124
4931,train,1.000965
4932,train,0.983205
4933,train,0.981299
4934,train,0.991080
4935,train,0.995348
4936,train,0.980588
4937,train,0.983230
4938,train,0.987990
4939,train,0.956138
4940,train,0.966711
4941,train,0.957767
4942,train,0.982874
4943,train,0.972505
4944,train,0.981328
4945,train,0.953884
4946,train,0.993424
4947,train,0.981488
4948,train,0.973092
4949,train,0.982541
4950,train,0.961174
4951,train,0.991044
4952,train,0.980815
4953,train,0.978543
4954,train,0.977294
4955,train,0.987613
4956,train,0.950931
4957,train,0.968671
4958,train,0.977360
4959,train,0.989968
4960,train,1.002239
4961,train,0.970075
4962,train,0.975746
4963,train,0.939485
4964,train,1.006154
4965,train,0.955087
4966,train,0.969781
4967,train,0.996348
4968,train,0.985939
4969,train,0.953304
4970,train,0.969772
4971,train,0.966040
4972,train,0.970383
4973,train,0.981791
4974,train,0.975372
4975,train,0.976534
4976,train,0.958758
4977,train,0.984435
4978,train,0.969676
4979,train,0.986090
4980,train,0.971115
4981,train,0.952208
4982,train,0.987283
4983,train,0.979290
4984,train,0.985016
4985,train,0.980333
4986,train,0.969768
4987,train,0.971816
4988,train,0.962529
4989,train,0.956033
4990,train,0.989522
4991,train,0.987979
4992,train,0.988027
4993,train,0.964091
4994,train,1.002873
4995,train,0.970536
4996,train,0.974404
4997,train,1.000013
4998,train,0.965316
4999,train,0.966628
5000,val,0.977803
